"행정구역","2025년_계_총인구수","2025년_계_연령구간인구수","2025년_계_8세","2025년_계_9세","2025년_계_10세","2025년_계_11세","2025년_계_12세","2025년_계_13세"
"서울특별시 영등포구 대림제2동(1156071000)","11,436","214","26","35","35","45","31","42"
"서울특별시 영등포구 대림제3동(1156072000)","20,805","508","84","69","87","91","69","108"
"서울특별시 동작구 (1159000000)","371,924","13,579","1,968","2,203","2,464","2,310","2,214","2,420"
"서울특별시 동작구 노량진제1동(1159051000)","32,742","964","132","146","171","158","178","179"
"서울특별시 동작구 노량진제2동(1159052000)","7,782","90","12","17","12","17","14","18"
"서울특별시 동작구 상도제1동(1159053000)","43,752","1,424","208","239","260","220","239","258"
"서울특별시 동작구 상도제2동(1159054000)","26,876","1,300","190","232","228","207","214","229"
"서울특별시 동작구 상도제3동(1159055000)","23,377","596","75","92","102","113","110","104"
"서울특별시 동작구 상도제4동(1159056000)","28,787","897","136","143","159","142","133","184"
"서울특별시 동작구 흑석동(1159060500)","29,846","1,549","281","258","293","241","233","243"
"서울특별시 동작구 사당제1동(1159062000)","22,140","392","59","60","73","73","59","68"
"서울특별시 동작구 사당제2동(1159063000)","27,677","1,010","145","183","186","179","162","155"
"서울특별시 동작구 사당제3동(1159064000)","23,093","996","183","181","175","185","125","147"
"서울특별시 동작구 사당제4동(1159065000)","13,534","325","36","52","64","54","50","69"
"서울특별시 동작구 사당제5동(1159065100)","13,791","445","71","77","80","80","72","65"
"서울특별시 동작구 대방동(1159066000)","33,698","1,582","181","211","268","289","307","326"
"서울특별시 동작구 신대방제1동(1159067000)","22,775","1,021","131","133","205","195","166","191"
"서울특별시 동작구 신대방제2동(1159068000)","22,054","988","128","179","188","157","152","184"
"서울특별시 관악구 (1162000000)","477,605","11,566","1,578","1,833","2,005","1,974","2,003","2,173"
"서울특별시 관악구 보라매동(1162052500)","22,968","648","76","115","121","114","111","111"
"서울특별시 관악구 청림동(1162054500)","14,276","544","94","94","99","85","92","80"
"서울특별시 관악구 성현동(1162056500)","29,674","1,396","186","215","228","243","254","270"
"서울특별시 관악구 행운동(1162057500)","28,418","561","76","94","107","88","93","103"
"서울특별시 관악구 낙성대동(1162058500)","17,524","348","39","64","56","64","65","60"
"서울특별시 관악구 청룡동(1162059500)","35,843","606","95","100","116","89","91","115"
"서울특별시 관악구 은천동(1162060500)","31,396","1,130","159","184","200","171","193","223"
"서울특별시 관악구 중앙동(1162061500)","15,167","224","29","35","28","46","32","54"
"서울특별시 관악구 인헌동(1162062500)","24,908","517","68","82","76","96","92","103"
"서울특별시 관악구 남현동(1162063000)","17,248","397","64","54","90","76","51","62"
"서울특별시 관악구 서원동(1162064500)","22,792","318","43","49","54","50","68","54"
"서울특별시 관악구 신원동(1162065500)","17,199","285","39","35","51","46","60","54"
"서울특별시 관악구 서림동(1162066500)","23,462","423","65","73","75","64","66","80"
"서울특별시 관악구 신사동(1162068500)","22,012","384","48","65","72","60","75","64"
"서울특별시 관악구 신림동(1162069500)","23,109","140","22","24","25","37","12","20"
"서울특별시 관악구 난향동(1162071500)","14,435","701","96","92","115","128","133","137"
"서울특별시 관악구 조원동(1162072500)","19,780","397","52","78","64","67","69","67"
"서울특별시 관악구 대학동(1162073500)","24,672","359","43","57","41","60","77","81"
"서울특별시 관악구 삼성동(1162074500)","20,039","521","58","78","93","92","92","108"
"서울특별시 관악구 미성동(1162076500)","28,472","1,015","146","151","179","184","154","201"
"서울특별시 관악구 난곡동(1162077500)","24,211","652","80","94","115","114","123","126"
"서울특별시 서초구 (1165000000)","414,428","25,231","3,386","3,734","4,274","4,396","4,518","4,923"
"서울특별시 서초구 서초1동(1165051000)","19,981","879","113","136","157","156","165","152"
"서울특별시 서초구 서초2동(1165052000)","24,696","1,504","211","261","273","251","239","269"
"서울특별시 서초구 서초3동(1165053000)","32,031","1,198","168","166","174","213","232","245"
"서울특별시 서초구 서초4동(1165053100)","29,968","2,467","317","381","437","459","413","460"
"서울특별시 서초구 잠원동(1165054000)","34,773","2,311","295","337","385","393","449","452"
"서울특별시 서초구 반포본동(1165055000)","216","14","2","1","5","1","1","4"
"서울특별시 서초구 반포1동(1165056000)","33,256","2,814","423","434","494","479","460","524"
"서울특별시 서초구 반포2동(1165057000)","26,441","2,389","331","309","413","431","408","497"
"서울특별시 서초구 반포3동(1165058000)","23,629","1,650","242","232","268","278","316","314"
"서울특별시 서초구 반포4동(1165058100)","18,267","1,215","185","209","203","219","200","199"
"서울특별시 서초구 방배본동(1165059000)","19,972","1,322","159","178","216","238","245","286"
"서울특별시 서초구 방배1동(1165060000)","16,274","738","94","123","150","113","124","134"
"서울특별시 서초구 방배2동(1165061000)","17,558","712","90","109","125","119","152","117"
"서울특별시 서초구 방배3동(1165062000)","15,518","863","116","132","144","142","146","183"
"서울특별시 서초구 방배4동(1165062100)","23,818","1,437","178","210","222","260","269","298"
"서울특별시 서초구 양재1동(1165065100)","40,612","1,947","245","287","311","312","343","449"
"서울특별시 서초구 양재2동(1165065200)","20,726","671","89","102","114","101","130","135"
"서울특별시 서초구 내곡동(1165066000)","16,692","1,100","128","127","183","231","226","205"
"서울특별시 강남구 (1168000000)","556,330","34,575","4,365","4,965","5,596","5,904","6,558","7,187"
"서울특별시 강남구 신사동(1168051000)","15,081","732","104","83","150","113","131","151"
"서울특별시 강남구 논현1동(1168052100)","20,647","377","45","55","56","70","59","92"
"서울특별시 강남구 논현2동(1168053100)","20,109","614","85","96","110","111","111","101"
"서울특별시 강남구 압구정동(1168054500)","25,444","1,587","248","255","285","231","271","297"
"서울특별시 강남구 청담동(1168056500)","25,217","1,277","195","205","220","225","209","223"
"서울특별시 강남구 삼성1동(1168058000)","12,689","555","81","82","108","88","94","102"
"서울특별시 강남구 삼성2동(1168059000)","30,301","1,852","232","271","284","327","355","383"
"서울특별시 강남구 대치1동(1168060000)","23,762","2,838","285","370","392","521","599","671"
"서울특별시 강남구 대치2동(1168061000)","38,483","3,649","387","439","579","621","753","870"
"서울특별시 강남구 대치4동(1168063000)","17,980","742","70","90","115","132","164","171"
"서울특별시 강남구 역삼1동(1168064000)","34,174","545","69","76","96","96","97","111"
"서울특별시 강남구 역삼2동(1168065000)","36,100","3,002","299","417","450","495","631","710"
"서울특별시 강남구 도곡1동(1168065500)","20,720","1,452","184","219","245","240","278","286"
"서울특별시 강남구 도곡2동(1168065600)","32,088","2,637","364","396","444","432","466","535"
"서울특별시 강남구 개포1동(1168066000)","26,627","2,342","356","336","384","377","425","464"
"서울특별시 강남구 개포2동(1168067000)","42,035","3,047","423","489","465","525","560","585"
"서울특별시 강남구 개포3동(1168067500)","15,920","931","87","148","178","171","170","177"
"서울특별시 강남구 개포4동(1168069000)","22,974","1,119","154","177","192","202","200","194"
"서울특별시 강남구 세곡동(1168070000)","45,955","2,748","364","395","411","482","502","594"
"서울특별시 강남구 일원본동(1168072000)","22,417","1,881","232","272","322","341","359","355"
"서울특별시 강남구 일원1동(1168073000)","14,074","431","56","61","71","73","93","77"
"서울특별시 강남구 수서동(1168075000)","13,533","217","45","33","39","31","31","38"
"서울특별시 송파구 (1171000000)","643,350","33,488","4,840","5,589","5,687","5,621","5,551","6,200"
"서울특별시 송파구 풍납1동(1171051000)","10,753","297","44","54","44","49","50","56"
"서울특별시 송파구 풍납2동(1171052000)","22,922","1,017","143","174","158","171","191","180"
"서울특별시 송파구 거여1동(1171053100)","11,725","336","52","42","54","49","60","79"
"서울특별시 송파구 거여2동(1171053200)","23,058","1,043","169","193","200","171","153","157"
"서울특별시 송파구 마천1동(1171054000)","15,169","501","71","65","80","80","93","112"
"서울특별시 송파구 마천2동(1171055000)","16,961","450","50","72","69","71","79","109"
"서울특별시 송파구 방이1동(1171056100)","14,926","775","107","127","144","117","136","144"
"서울특별시 송파구 방이2동(1171056200)","26,189","534","88","91","99","93","71","92"
"서울특별시 송파구 오륜동(1171056600)","17,522","1,420","171","218","227","237","268","299"
"서울특별시 송파구 오금동(1171057000)","37,150","1,676","255","316","280","277","262","286"
"서울특별시 송파구 송파1동(1171058000)","22,867","567","77","93","92","110","94","101"
"서울특별시 송파구 송파2동(1171059000)","19,313","1,165","167","196","196","182","212","212"
"서울특별시 송파구 석촌동(1171060000)","30,086","730","89","133","115","137","115","141"
"서울특별시 송파구 삼전동(1171061000)","28,369","769","105","124","104","141","128","167"
"서울특별시 송파구 가락본동(1171062000)","24,534","801","127","112","152","136","110","164"
"서울특별시 송파구 가락1동(1171063100)","26,960","2,192","356","364","354","364","354","400"
"서울특별시 송파구 가락2동(1171063200)","28,574","1,728","252","276","299","293","265","343"
"서울특별시 송파구 문정1동(1171064100)","19,614","738","112","133","120","105","120","148"
"서울특별시 송파구 문정2동(1171064200)","28,687","886","121","144","154","158","166","143"
"서울특별시 송파구 장지동(1171064600)","30,677","1,311","193","224","235","227","215","217"
"서울특별시 송파구 위례동(1171064700)","44,962","4,339","633","791","782","720","653","760"
"서울특별시 송파구 잠실본동(1171065000)","27,298","674","89","105","116","111","118","135"
"서울특별시 송파구 잠실2동(1171067000)","34,626","3,639","498","598","585","620","647","691"
"서울특별시 송파구 잠실3동(1171068000)","33,638","2,469","389","360","407","435","431","447"
"서울특별시 송파구 잠실4동(1171069000)","21,148","1,868","261","320","340","320","290","337"
"서울특별시 송파구 잠실6동(1171071000)","16,299","1,102","148","187","203","173","193","198"
"서울특별시 송파구 잠실7동(1171072000)","9,323","461","73","77","78","74","77","82"
"서울특별시 강동구 (1174000000)","499,127","26,039","3,690","4,185","4,553","4,470","4,346","4,795"
"서울특별시 강동구 강일동(1174051500)","34,345","1,993","309","354","364","306","319","341"
"서울특별시 강동구 상일제1동(1174052500)","39,009","3,763","563","631","676","652","635","606"
"서울특별시 강동구 상일제2동(1174052600)","13,310","786","122","118","127","125","131","163"
"서울특별시 강동구 명일제1동(1174053000)","24,637","1,380","188","267","226","241","219","239"
"서울특별시 강동구 명일제2동(1174054000)","16,868","1,292","124","142","217","233","259","317"
"서울특별시 강동구 고덕제1동(1174055000)","23,684","2,625","321","366","428","504","498","508"
"서울특별시 강동구 고덕제2동(1174056000)","26,256","2,092","332","349","373","321","353","364"
